OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
6038,91723,1765,42246.7279426253,68229412.6974677
6039,91785,7383,105540.486408725,166541327.685709
6040,91801,1323,30123.9324126442,33696620.1328949
6041,91781,17735,107742.657212484,226208429.624094
6042,91805,1842,64706.5742874011,78528194.8453787
6043,91790,4853,96873.9228277937,230711566.196937
6044,91804,1548,57521.9823240835,71610073.2444091
6045,91747,1178,61194.3275349711,65750330.8907671
6046,91809,2664,62671.8468843533,77737543.2803623
6047,91710,16267,88387.1032953633,192827873.165773
6048,31199,6736,48068.111280159,80293213.8889569
6049,91799,2246,57645.8918509191,90496163.2426127
6050,91720,1330,62656.7372487807,44281144.4915681
6051,91757,12585,117975.7270743,239608479.528189
6052,86698,2356,38346.4776783552,44307051.4808549
6053,86682,1162,40412.3063281903,26725118.3259288
6054,86977,1687,65658.9801449962,55022154.1437618
6055,86830,13213,57664.0639697549,124965436.389506
6056,31157,18193,70052.092249386,114806484.475258
6057,31137,23243,36794.0055233537,41353549.3320029
6058,86941,133,11642.0931572847,6590243.93233684
6059,86944,1345,34330.2767572422,28429479.9812524
6060,31073,8165,77559.0763978203,195841768.730265
6061,86974,1072,34497.4404892374,27318770.7048433
6062,86853,3742,61801.574350481,94283873.9768051
6063,86923,1645,50356.2180186552,52277515.7226907
6064,86866,1351,45744.2001917025,35833818.2701818
6065,86986,934,27555.0696540191,16240569.417132
6066,86934,1590,55635.7386630701,51997629.3564424
6067,31177,11687,62136.6094477229,132918637.095176
6068,86825,13993,70033.6403964133,129320980.198917
6069,86980,940,43427.7392173585,38731844.4304921
6070,86859,2447,54246.2999609393,58964713.1265225
6071,86929,3610,57125.8098790552,75748255.9003273
6072,86872,1004,35030.4709760272,35321441.0438194
6073,31028,11163,87180.3276168811,233642449.652748
6074,31036,2719,67549.0124744081,57974148.2906297
6075,86978,1520,34419.3942457325,27648961.5800523
6076,86850,4550,63178.1889082637,68046593.0017914
6077,31167,10162,93799.6768134207,291264724.050289
6078,86911,10150,94159.2778809893,207741732.935198
6079,31141,19164,38486.5346801819,36024311.3987747
6080,86937,1879,41631.378130528,47667560.7587998
6081,86971,11404,121662.61204397,166080821.76846
6082,86975,2365,73182.0227281503,91949875.2566057
6083,86842,6654,53641.94219463,70308690.4237052
6084,86919,4354,43074.2292509148,55043819.8074247
6085,86868,1073,51559.1116630185,37823876.8863468
6086,86987,1290,49183.4770457192,37605320.4309028
6087,86935,1484,43466.7183273702,43783720.1012512
6088,31162,13382,72411.3075940618,176647992.978913
6089,86687,3880,83850.773806655,95924170.4360739
6090,86641,8366,95206.9038723839,184139244.462366
6091,86643,4779,113738.875859568,214168707.700461
6092,86666,4513,71342.0700388097,114088001.006731
6093,86633,27766,104725.773841589,186697635.26167
6094,31008,9010,81294.4441998634,127028506.999923
6095,86609,18041,91243.1853511239,176959706.429064
6096,86647,5686,83657.9092664852,136023369.922317
6097,86655,5434,90739.498704601,168448555.682019
6098,31174,8259,98932.7479928548,212784653.503017
6099,86690,3755,53317.7795462051,87952316.7504117
6100,86663,4242,32916.8269876957,27240997.9553284
6101,86657,3561,77954.1637163848,147473579.395812
6102,86660,3950,70089.1338179447,101686668.376185
6103,86637,12607,120046.34410415,226965866.567058
6104,86653,5713,104849.467631239,218458737.583747
6105,86685,1584,52728.7924905034,52545095.9230132
6106,86650,5654,52134.7145680657,73075386.4794699
6107,86681,1327,47020.8610033111,61579529.4624678
6108,86735,1416,87265.5978298958,97418341.8370826
6109,31135,18566,46052.3841552332,60675453.5926652
6110,31171,12269,99864.7100260154,159339534.718533
6111,86732,5085,72542.6267234323,79369443.6362844
6112,31185,7986,83627.1628204787,153318060.787209
6113,86754,1794,48458.0511945417,52566432.3330419
6114,31868,1195,46866.9518889451,86322233.8298425
6115,31789,21098,103794.327656254,113488569.793319
6116,31863,7421,97483.1594946119,239904725.507541
6117,31020,9697,115006.975940896,250171678.666303
6118,31860,10220,121865.507058266,299554465.062538
6119,31812,19120,85889.3239102231,162220289.482708
6120,31855,10971,104863.067346839,278036275.346697
6121,31848,17696,108309.259896471,286850630.92304
6122,31515,40666,132421.238063883,337698374.194751
6123,89129,15492,107075.54924369,221982433.491166
6124,31609,1878,59138.6673106532,90476597.2477833
6125,89191,1849,50578.6856233884,81454724.876543
6126,31619,1000,47823.5645445052,58982296.164254
6127,89359,3253,44287.2954395303,46635085.8670264
6128,89340,6555,59183.5593898352,73032068.9175603
6129,89364,1621,34752.3256592465,28852335.9903871
6130,31608,4472,57848.2348830945,89321217.5392459
6131,31592,7510,88710.0818728387,175165516.6663
6132,27333,3884,83457.0999582618,183356795.402275
6133,31547,10209,97478.5154320203,268705263.66209
6134,31595,5371,116613.918784533,275670951.540844
6135,89447,759,43959.5969192712,33411594.5852597
6136,89441,998,40595.7883878119,39016342.11458
6137,89437,1582,47286.3824696712,40646486.1461032
6138,89407,18103,75242.3176612412,172508804.327096
6139,31634,2540,90528.8105910877,172012981.362831
6140,31636,921,40832.4752439912,61468883.0968106
6141,31582,30902,80213.5808901238,177427414.753038
6142,31613,2240,69890.6986172357,110150582.020864
6143,31600,5435,95725.9004430075,243468412.880817
6144,31633,1653,41085.964372178,80142637.0844205
6145,31603,4108,76985.9030123936,188945147.5173
6146,31628,2782,67692.8300689616,113335685.347515
6147,31623,1746,38855.899241731,31160506.4453691
6148,31629,1702,41246.4895888022,55372668.7712225
6149,27324,6346,81522.4995634748,161954581.899397
6150,31637,2561,68938.0006632708,162939924.492157
6151,36460,5536,52459.3566303747,80407493.0889541
6152,31618,3634,71095.2431398199,70541866.4234245
6153,36457,886,34818.6936850972,36100717.653419
6154,31638,1347,56036.9017225377,105060990.347272
6155,31604,2000,70868.9023014314,112499474.823131
6156,91126,48048,127446.977837095,213664030.824741
6157,98634,9105,221500.905000339,360335936.925135
6158,31632,2356,55101.9301126636,105725295.694598
6159,98673,11529,117758.948798347,321821901.198788
6160,98646,15740,171378.176003447,374573597.971967
6161,31606,3480,83554.7134345,219883128.99509
6162,31622,1774,73565.5885928904,121657579.925581
6163,31226,14070,83471.2406318514,150596044.39037
6164,31241,11523,54411.0134289227,77360150.3122071
6165,31228,16574,60320.1939639747,93148464.8350906
6166,31224,17975,51209.9844701781,75865852.7054347
6167,31234,12374,108724.380661156,278463695.371078
6168,98639,893,31226.1818570184,28358657.9782196
6169,31249,9059,81012.7241963849,185333906.528908
6170,27616,13814,138617.131157354,557538217.867303
6171,31675,19331,80043.413950796,185745620.659413
6172,98544,13650,94860.7209225488,131507184.270538
6173,31749,6523,76171.517120617,163341680.612098
6174,90562,11203,102996.209754589,234408237.701997
6175,31707,3723,23770.9032163127,12121539.2936887
6176,31737,25879,148527.942652752,293180699.555229
6177,07580,10798,131207.166737962,247844206.080864
6178,31555,1483,26325.1618620175,13577716.0999741
6179,07570,15424,132570.32450289,300530454.172609
6180,31559,4821,50317.1421744447,62119391.4783958
6181,07973,22698,139269.830106041,211147948.341517
6182,07987,5242,92351.9842827448,126129561.383889
6183,07950,4154,70354.6077666241,79822860.9335973
6184,07980,3658,90172.6142673337,115447389.9101
6185,31719,1064,26810.971814517,30959392.9025067
6186,36039,16506,55061.5774296875,64151991.9780008
6187,31552,8877,72990.2617778599,107659485.705346
6188,96142,5235,109914.674556539,194357058.456613
6189,31714,1384,24682.1182527102,26364355.7798671
6190,31718,1187,30333.7542615277,34367917.446911
6191,96185,1933,43717.5094636227,74265559.6012986
6192,96103,8519,32571.5861537036,35172814.0129281
6193,31691,3547,40060.8986343703,40756735.0370231
6194,96149,4499,62225.364337797,54585159.6919811
6195,96169,1156,32039.554341457,29956194.0507718
6196,96191,3524,30725.2385461185,38089211.7155501
6197,96117,8798,62774.605643227,63378691.6790808
6198,96154,1313,72406.2290811842,104087320.652894
6199,96173,4509,56374.051815604,76150662.710499
6200,96196,697,57172.9448780343,53926210.4688173
6201,96129,7741,92579.4087109956,161623930.340822
6202,96158,4878,74973.2375019878,105449480.09305
6203,96179,4531,78042.4871849498,95752732.0277331
6204,31702,1044,33973.877293222,34505752.6325472
6205,96047,10778,17567.2932853279,6676240.63066812
6206,96138,6516,95396.4319210245,210905900.877237
6207,31715,1986,44149.201068957,34880408.7998114
6208,96135,6740,58855.9112230282,57378549.0592466
6209,31558,4527,49845.7840309061,42922252.7173969
6210,96247,6496,47274.4770469334,59500272.8393822
6211,96260,4724,131471.969112084,218449192.887031
6212,96224,6624,74416.5068020569,98821614.9855569
6213,96275,1612,30213.6077793078,16529409.3163306
6214,96250,5577,101453.343688376,172415296.799807
6215,96277,1118,31593.1995516535,22643339.735414
6216,96342,5148,46778.0986882107,62062730.3281465
6217,96358,2850,53532.003676856,105540330.675542
6218,96369,3036,62282.2163803855,63508112.4485685
6219,96328,7907,63670.1577298838,86736493.7873545
6220,96349,3589,90299.572930594,152449243.027121
6221,96364,3850,59746.5571203583,81365317.0457837
6222,96268,2869,56479.5538747751,81009229.5762303
6223,96337,3567,68054.0871494614,144899660.013621
6224,96355,2276,51074.9531925748,58784387.8140727
6225,96367,565,48891.7019206531,49656700.8415018
6226,96317,17277,98672.950689225,164410258.659843
6227,96346,2915,61624.7848449405,111557200.426419
6228,96361,3321,55299.7276022691,88908929.6632048
6229,96332,4038,76493.8463992966,130489940.035569
6230,31556,1654,45624.5034931538,49441442.0165524
6231,96352,3890,93770.5132203244,107502872.324226
6232,96365,1847,81763.3163875391,84836050.0688632
6233,96269,2597,46914.2581433531,54336642.2419093
6234,96528,9950,107750.402548722,257417175.002521
6235,96190,1717,57559.7994006191,67469345.4003804
6236,31542,10102,81283.2051609771,62273494.3696875
6237,31553,3288,48592.6456358389,74520814.8509734
6238,65550,3035,18578.4515991122,12782538.4312673
6239,31683,9421,68703.5275711765,85210095.178959
6240,99837,6749,110725.59937378,197426416.546519
6241,99830,6550,117801.561529463,184922877.942584
6242,99817,41780,109920.539312956,262234648.559188
6243,99834,9673,173144.798151634,378395972.864223
6244,99826,3283,106096.230046985,140114170.399781
6245,65552,2724,17112.4715722237,11409929.6439437
6246,99848,6348,60042.1479641082,92623133.5001052
6247,65551,3053,19505.9078553548,15984438.8714307
6248,65555,2430,14677.5698561136,12787410.1684447
6249,99842,5994,52477.9330441479,93651595.9171099
6250,99831,5004,97290.8563674661,175923914.462207
6251,65553,1614,12018.5868956728,7318799.38014053
6252,99820,6372,140902.879236747,357885733.582976
6253,95469,5967,78388.9235293922,127417016.05335
6254,95511,1620,25572.9349560694,14698000.8131389
6255,95473,6787,139445.914262322,227633743.021724
6256,95519,1933,71042.6390968934,81254783.3649461
6257,99988,4866,77606.7494444011,102564683.017439
6258,95686,1937,61660.5167260266,60099739.3670009
6259,95485,2229,51636.6867964767,65606656.945153
6260,95448,23245,74530.7183210282,87788170.3365901
6261,95494,1292,32510.8945651665,23809087.7601971
6262,95694,1405,37551.2679971606,35039772.9020841
6263,95460,4304,77905.8501922921,92710566.5437939
6264,99998,4942,89442.8317723157,190953851.410498
6265,95490,3800,85966.7286753473,97589959.1775198
6266,95463,7264,55527.1556755849,90789259.7203702
6267,95500,3720,43571.1499401377,35505053.51764
6268,99974,35948,89257.4279766182,277299629.348374
6269,95499,1008,28540.1046838793,27344784.7879881
6270,96197,1182,69975.7999139418,89093721.1460718
6271,95349,4348,111252.139751045,155180626.488965
6272,95356,953,49592.8420271833,50820221.3894543
6273,95362,1042,33465.893396189,20176108.0374311
6274,95509,1452,40276.8484130312,38269107.2412239
6275,95336,6553,99880.1075369605,120004043.305121
6276,95512,3902,69745.434134505,121534205.397359
6277,95355,1945,86114.0732840646,133592263.548153
6278,95359,2537,70201.7060619528,94391528.3058526
6279,95365,1032,40844.1063952527,42224139.3581693
6280,95326,26709,111105.422698901,225513996.582596
6281,95358,544,37569.1637342158,25825791.3484516
6282,95364,1004,21440.5105453487,14384698.8108433
6283,95369,1856,42413.976128397,27867161.9821397
6284,95339,4890,68227.3125033266,87855173.3555171
6285,95346,3234,57944.9598133706,96898388.2218924
6286,99991,5269,104871.492431444,245813638.239633
6287,99976,11009,162434.437834379,398121050.608793
6288,95361,1610,46137.982646465,47685187.3865829
6289,95367,1658,50117.7202087184,41372508.3418559
6290,95502,3457,47593.6522003141,55752272.2168263
6291,95352,3365,73009.7008858597,82367559.9241028
6292,95138,3424,65206.3633300994,63172382.216287
6293,95236,2435,69013.0979169175,84468365.9876776
6294,95111,9438,116357.132169803,196197941.787943
6295,95183,5473,84049.9635793411,155872817.842726
6296,99994,6384,99745.2073097852,208178891.704384
6297,95119,7955,73377.5278047876,91597858.1241918
6298,95213,10548,88455.4156066521,167604549.928348
6299,99947,20644,147688.84783909,444220815.289699
6300,95180,2319,73445.942686983,95472368.2670036
6301,95179,3001,61753.6515896459,79179449.0805697
6302,95191,1263,30908.2878455698,25029037.9904866
6303,95194,2463,73785.1382516827,97602117.684274
6304,95182,3998,34824.1170600226,37363718.3318099
6305,95145,5523,50877.8989933367,52479947.2706813
6306,95237,1229,52751.8628193114,53351028.4603392
6307,95192,1114,32608.3744910906,23395179.5681885
6308,95197,2064,53214.5825741745,65224335.1889849
6309,95152,4471,57006.0075694178,68017865.6718523
6310,95239,2098,59323.5935448259,76053015.9124779
6311,99986,5661,80783.098788993,186815648.281754
6312,95188,1069,38565.390386827,45949612.7549518
6313,95131,4763,75704.5316224381,123651627.970573
6314,95234,1695,34135.993371055,39820088.9011822
6315,95032,11711,34838.3515669224,39645642.3953419
6316,95189,2571,73128.7173607856,77076623.9229474
6317,99955,8812,116962.952430339,341095555.935792
6318,56346,1929,86534.5453112095,36906464.6892813
6319,99880,17879,129982.972739147,302441245.872952
6320,92702,1216,62645.3643039123,79461851.8852558
6321,92648,7503,104882.60347608,178850686.509049
6322,99891,4031,35439.8449787984,53388571.9880343
6323,92676,5167,133401.527077146,167677871.112273
6324,92720,1214,59808.6540809381,28668999.5684047
6325,92694,1627,36239.6717236592,32446744.1621245
6326,92717,1245,32544.6975769446,40561943.6126241
6327,92727,2001,67341.8266113842,73915218.4280467
6328,92709,2504,82428.6235507157,152566738.129541
6329,92693,2802,77913.3901051553,131222764.908596
6330,92726,2302,64349.9803819841,88870671.0933814
6331,99894,7288,65589.4954042548,92142007.081499
6332,92708,2990,86375.2999640059,113072725.567655
6333,92670,5197,68671.4781448386,87183029.5365536
6334,99100,5503,72023.9299690775,161364902.695184
6335,99897,4067,59162.8140336059,103773002.314725
6336,99867,44346,70003.8856301302,174759635.738295
6337,99885,11251,119388.404013227,363568111.325262
6338,99958,3779,53677.4926115859,115872892.977317
6339,99428,12020,116306.811496453,283805375.839137
6340,99441,6471,104981.431865962,223196566.815918
6341,99423,22714,18318.2361910026,8740365.94559126
6342,79540,14224,16405.267439152,10180341.5298841
6343,99448,4430,71587.7952504572,107720673.18719
6344,79677,4354,70512.0832952797,122424031.735511
6345,99427,16856,63091.937977386,61608386.5553533
6346,95158,3440,69651.3459722149,117697018.014323
6347,99439,8569,101590.356114323,270708270.004071
6348,99518,10489,145499.519466268,320503417.427628
6349,95680,1124,26770.1677804715,21756334.6352793
6350,95195,2271,53773.5363949618,72515841.3780397
6351,95186,1170,37121.4953083976,36268809.7410706
6352,95707,1912,48004.4228635261,59174358.0000258
6353,95163,3361,68620.8429546051,122784193.16455
6354,95199,1199,48959.6347998456,51041162.6188988
6355,95691,1474,41921.072853676,38003730.7098055
6356,95709,2470,66577.1632175086,112337994.684174
6357,95168,3274,63301.5018492154,86145541.0514033
6358,99444,6493,114784.54989641,283814617.556734
6359,99425,17701,63920.0830075634,80913516.147837
6360,99438,9065,107598.802303706,203702587.353738
6361,99510,29546,129937.591948709,355095588.980154
6362,99310,29261,137610.428638928,432361977.0839
6363,99338,2475,42926.8390356718,69175920.5129363
6364,35039,21581,29800.4178103269,28005124.6597357
6365,99334,9340,129593.423412058,261246808.816073
6366,99330,4988,87620.746233984,152867447.688088
6367,99326,8850,122374.668357119,302047329.398197
6368,99096,15916,21871.5847827327,16129833.4522936
6369,99092,18050,75762.3465681625,90469756.0518814
6370,99099,21967,46476.9204915249,43312704.6303702
6371,99192,6486,76990.1528010354,120720996.157569
6372,99085,16748,33711.5020396234,28719144.3639848
6373,99089,23065,16068.5308120515,10022471.602847
6374,99097,16273,42230.1756976064,59530477.2696989
6375,99094,10022,56685.9791818379,98622008.1993509
6376,99098,8176,61774.1620450422,108686545.217714
6377,99084,21856,14485.6650431905,7568855.03492997
6378,99631,4525,66721.0413400396,173172775.911756
6379,99638,3104,67256.2319998796,112101405.72205
6380,99625,8107,129691.303178451,296189737.027609
6381,99634,4568,75661.1946203752,156742603.476201
6382,99195,7024,101162.480622329,224052447.162901
6383,99628,6985,111604.14824989,266456714.223793
6384,99636,3296,73042.3093846344,137902920.402065
6385,99610,21561,115630.688574878,276548142.850783
6386,56424,4919,59789.0020311211,37943565.2376044
6387,56477,4980,46166.9253985087,69073034.3995887
6388,35390,14872,14637.5238569777,6578619.49171085
6389,56472,6304,85993.0470699797,93477795.2919578
6390,95695,1849,77289.9032496007,175517256.479672
6391,95505,1879,62624.3430131889,63667897.1067076
6392,95682,1196,29909.2032230857,24843884.2103351
6393,56457,6494,49928.3928369195,55682253.4186938
6394,95700,1940,58860.9230444746,42897218.6437345
6395,95643,9171,141342.612500059,250209939.638274
6396,95506,1417,46489.845801951,58965438.205428
6397,95676,4140,74552.7344461375,103002387.245842
6398,95692,1888,47514.9220388232,56654745.2963316
6399,94530,2071,46226.3231524481,55548578.2391139
6400,94143,2392,63039.2444430588,98390319.1983142
6401,56414,13156,71823.9272796948,168132395.315069
6402,56412,18774,142828.954854759,234726070.90974
6403,56459,13526,133888.275347602,192596350.104636
6404,56479,11978,146940.550979609,261124877.635533
6405,73340,3891,87518.961065481,113694230.44847
6406,92542,1013,58390.9839768004,56882997.3733901
6407,92436,4266,74943.4514039113,122981584.289382
6408,92551,1684,40814.7155685293,36634019.461995
6409,92449,1867,39139.8143630998,47483294.7330454
6410,92540,963,59241.7293643524,54784092.2664778
6411,97084,23475,34349.1206477772,48440487.7200835
6412,97082,17362,45662.0944154301,44855927.6853659
6413,92431,8006,149383.044522354,259603389.372808
6414,92545,1266,53954.1327543188,70917355.6025419
6415,92442,5029,64512.80375447,79239609.5070641
6416,92447,1488,71357.0184051289,84578992.9564055
6417,92554,1015,52391.8694894181,65597365.2649378
6418,92521,6272,86864.5712570327,90042251.8816214
6419,92543,899,65432.3325603958,82831467.8186636
6420,97080,14291,39708.7279290769,44156343.4580531
6421,92439,4195,80927.7163916847,127551236.111271
6422,92548,1517,67020.4089485957,64468451.4937574
6423,92552,1907,61512.6999298636,72592168.3499694
6424,92507,6184,94014.9423062221,147454533.745012
6425,92557,538,43734.42817853,53037761.5175907
6426,92533,5662,94943.1651591444,157061870.192024
6427,92546,2895,68550.4504024511,97578035.5059443
6428,92444,3388,81260.0489917126,156921872.736005
6429,92555,982,44315.8744218078,41717434.7615544
6430,92526,4958,95121.1523104063,147616702.859029
6431,92539,2591,79676.7874632564,119221099.406158
6432,92421,27565,148287.28306421,306665680.001663
6433,92286,2812,57448.3882532998,75846183.3631273
6434,92242,5917,112267.455555633,177784364.839743
6435,92274,895,42194.9549796183,43171127.1880488
6436,92268,1385,50302.4851983281,51392816.134817
6437,97078,12275,25302.262121192,24599561.7474045
6438,92263,2434,76640.3327605666,106481059.530876
6439,92287,2347,62097.9001193385,59763917.6827269
6440,92259,2631,99788.4731160789,108580963.360386
6441,92281,1753,76259.4478014897,83687559.196002
6442,92224,41938,75682.9942813422,118564359.732461
6443,92271,2618,73089.4184598325,110580246.361447
6444,92260,2137,34628.9573868789,25748380.1629277
6445,92284,3342,39251.8534312685,27482264.2205657
6446,92253,4276,91214.7582445618,150392380.721966
6447,92278,2025,75918.2163156127,128116455.66267
6448,92266,2234,77098.7352238761,139160016.560231
6449,97076,10979,22302.4005343572,19579437.9041919
6450,92256,5003,85411.8560701554,159702842.738731
6451,92280,2445,98039.4979506159,152739701.659564
6452,92245,9748,85123.6130481413,109577415.14446
6453,92275,1275,79815.979186147,73838474.81768
6454,92265,1886,70904.4698210136,82362935.4816558
6455,92289,3651,98824.0039006394,176158828.816459
6456,92249,6020,67182.319217421,153784034.661085
6457,92277,1595,70589.6969635117,92472787.8249859
6458,92237,19622,91438.5814430637,125917790.552434
6459,92272,4174,104363.897973084,194057697.832703
6460,92262,1799,73372.3390740971,147451234.862363
6461,92342,8577,110109.568327622,188335100.900126
6462,92345,5903,117041.799072335,183094043.531442
6463,92369,2685,51282.2588716781,66886113.3041873
6464,58453,22389,41764.0875910549,36823446.5953531
6465,91282,2505,89788.1541512558,123628995.716862
6466,91336,4926,42972.7321613677,37341930.648318
6467,91362,2491,55483.8882378796,57830775.9249101
6468,91278,5359,101222.271888763,196325225.141105
6469,91344,3164,80059.5443611236,137498905.913453
6470,91289,995,44553.5861431766,51198472.9585326
6471,91359,1670,38871.7499634152,46326043.0754412
6472,91338,4858,76200.2418640814,68812054.525671
6473,92360,4680,61139.7401021231,86141310.4580722
6474,91099,1513,21859.8867503225,12280925.5601015
6475,91281,3292,94078.0452182872,171457662.776306
6476,91077,12589,72082.6365155311,119603184.712984
6477,91301,30330,64448.0737427065,106512699.119458
6478,91355,1611,49843.7633054891,60890182.6288504
6479,91332,3610,104521.957237631,184864079.096583
6480,91356,2260,22751.5448611706,19623984.0722787
6481,91367,1103,28984.5309630708,11177836.6348143
6482,91353,3668,44084.5095461324,32139083.7368953
6483,91275,8861,97570.9331180073,186428491.227462
6484,91330,6407,71378.3743775163,116992908.97709
6485,91364,1253,35299.6522530138,29790548.6014196
6486,91369,1695,19985.494271041,15435611.8845953
6487,91349,1993,56794.4202611634,67141654.8509274
6488,91286,2172,57397.7854127522,50438417.2847727
6489,91322,4040,79010.7684826739,90086616.04072
6490,92318,38390,105386.486670106,185641049.672981
6491,92361,2477,56070.392162145,63419246.6046316
6492,91365,2057,23927.4843404549,20473102.151949
6493,91094,2913,34228.5314308331,22856120.1626641
6494,91347,1338,67169.6446048917,70817933.1227053
6495,91287,1296,36256.267358685,36447031.7926872
6496,91361,1872,31258.5838215806,31662520.3005171
6497,91090,2639,31657.1365175398,28439659.6148873
6498,91320,6915,97253.1160111751,119728743.910063
6499,91474,1018,30201.77751315,17327394.8156663
6500,92331,8777,95315.5820410853,205575328.115924
6501,92283,3645,122115.505686892,195772169.306494
6502,92348,7438,86319.6924621527,153272533.981969
6503,92364,4316,90750.102721687,166791688.670741
6504,91489,1391,23676.4994758309,18578854.0799506
6505,91471,954,46149.8921686178,50636633.884876
6506,91460,1169,49871.7576762713,52788807.6822398
6507,91605,784,50104.5759891265,36960611.6946445
6508,91472,2116,71715.9426835136,100138707.008288
6509,91452,4929,54863.7761759702,63212215.0350168
6510,91483,1221,65803.0351358122,101044454.118797
6511,91486,2895,60571.2424424737,74348444.6899094
6512,91443,4591,68472.8335222906,107671897.875815
6513,91560,9051,80630.6349373443,146404810.910702
6514,91731,2144,42860.0634405589,49357679.978945
6515,91807,1712,31910.491724399,37031827.0654536
6516,91738,1484,51765.7903995416,55780932.5609518
6517,86981,1025,32346.5448263352,25438977.2302826
6518,86854,1443,26369.3229440095,24529926.2810496
6519,86869,1315,49825.1584550223,46901562.8817454
6520,86989,2725,87581.4432107454,141663177.654095
6521,86925,3547,72700.8745471741,88617175.434836
6522,86874,2958,63002.0516424719,93635656.3018396
6523,92353,7327,61210.4416755634,57971742.6970418
6524,92363,3403,98038.8725656784,164953812.7751
6525,92334,8479,140482.514752201,306514508.885823
6526,92339,8746,139235.881661331,232075509.873062
6527,92366,2118,100976.912255948,320738456.559032
6528,92355,5276,147652.72998865,411742997.776576
6529,92367,2675,78503.4718321626,112123769.694813
6530,92358,4992,87081.4330016756,159398210.32119
6531,86916,10006,36490.3160049855,39544363.467887
6532,86938,3756,25461.3982623138,24543438.7518108
6533,86972,3231,58722.761277158,41492345.1481224
6534,86833,3217,61537.7955236819,92860314.0305148
6535,86983,2586,45930.4946482837,37918078.8123864
6536,86845,4908,65275.7233601334,88202879.0189336
6537,86865,2176,51965.6159519378,69230842.2309066
6538,86920,2531,81600.1387322069,125793727.656225
6539,86875,2188,52933.2058504071,62197983.6366542
6540,86931,2400,42965.0965639242,57085283.9725044
6541,86946,2498,56128.5836265741,60399816.9989442
6542,86899,27351,75679.2860588253,129387950.76289
6543,86956,11645,40088.081516606,47215585.8302379
6544,86940,895,29422.25446447,25680376.6787853
6545,86943,912,27502.2085781888,19320185.1915146
6546,86807,11983,65343.0028844878,80867030.4643782
6547,86922,1273,25827.9074449515,19032524.6601338
6548,86856,1451,34818.6564153863,32665386.6648679
6549,35586,3371,19341.6555846996,13558938.1171211
6550,86871,1436,35384.3617528556,43087519.4226893
6551,86926,2464,27333.5779621016,24767949.9434713
6552,86879,1390,27910.7621094452,25938201.6644623
6553,86949,3700,49103.6688817964,55493423.6247438
6554,86836,13891,44983.9657512984,96536802.9244565
6555,86984,868,33668.6399923947,35294324.4224509
6556,86857,1641,30993.3673487121,38501914.1542915
6557,86860,2400,54037.3954209488,75252536.022177
6558,86928,1769,41646.9962045834,37827203.5045335
6559,86877,1135,24484.2204515819,28530166.1438865
6560,86932,3334,51311.0937168845,49135944.1886014
6561,86947,3730,64722.7100323154,99670771.5835771
6562,86675,1649,32957.6506895435,38424411.452323
6563,86694,1346,47143.1286480974,32961731.4206861
6564,86688,2562,88462.7038932142,107033020.950171
6565,86679,1014,28418.557150807,31818352.4844519
6566,86673,1871,61627.2156046323,66429651.8190146
6567,86697,2607,66569.0872250301,73370581.9197827
6568,86695,3057,39528.0921836782,40801987.4533079
6569,86684,1131,42673.9294273507,46300331.5282883
6570,86676,3657,78971.3394514086,143541510.321536
6571,86668,5146,44236.4975998425,66853302.7997519
6572,86672,3869,59585.6011290278,89645309.5757378
6573,86669,4406,70772.2402872844,93514155.0298056
6574,86678,990,29598.572128022,22047018.0803824
6575,86692,1099,40110.6537921794,40474351.7721421
6576,86738,1946,32046.5549735671,35343152.2539688
6577,86700,754,35052.9596186725,30861212.6842864
6578,86748,1318,35233.430353949,31466161.2671862
6579,86720,19063,121925.702609497,157092901.703264
6580,86745,604,38195.156695171,40954948.0991922
6581,86707,2345,37537.6173587474,30583089.0404079
6582,86750,858,33070.7097423429,28976123.2544687
6583,86747,1222,28297.7509357752,32881304.1711245
6584,86709,1087,63433.4054744119,70837109.7975074
6585,86757,3281,42594.2973156596,44991005.8254254
6586,86742,2077,78328.1467832996,116082085.01635
6587,86704,1051,35527.4458851552,36893105.455579
6588,86759,1425,42111.3730419382,55503006.0010963
6589,86739,1086,43012.4997058712,38174791.7278105
6590,86701,1502,37071.5980254827,40114287.5198327
6591,86744,1466,38121.7712585044,40687041.2291234
6592,86706,2286,59292.1846803594,56266803.1576869
6593,86741,818,32041.9682973149,36176607.3907638
6594,86703,644,30229.9583107198,24674116.2396
6595,86751,1402,61601.5301749668,73681199.0903198
6596,86733,1651,47777.8828537485,54048999.0639577
6597,86756,1340,24483.3508902871,21894416.9717225
6598,86736,1031,74885.5970534475,77441251.8047892
6599,86753,2443,56235.9357936866,73327080.6954816
6600,25946,2316,59390.5856947675,85616234.7412349
6601,25938,8572,67816.8858943412,247632720.195164
6602,89547,11615,116107.947545053,211155076.279568
6603,89555,8505,79138.3210835211,173915263.470921
6604,89518,13551,24158.6747116967,15380256.2764228
6605,89564,6172,82691.7752078367,103326615.008467
6606,89567,5480,55769.3887017959,65980584.1711895
6607,89542,12804,99894.9565800435,130992335.497801
6608,89561,4378,122645.062198509,174608405.63428
6609,89522,19466,63170.4351718807,78814860.3084552
6610,89168,4529,58119.3870524018,68589621.7530238
6611,89537,18970,87494.0545772972,99692394.083342
6612,89551,7066,66983.5470246405,104501503.775525
