OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
1932,65627,2357,26158.9489071392,27369778.9194967
1933,63619,9203,53576.5935061771,116455369.315957
1934,63607,12293,84747.4537511007,124475688.221438
1935,63599,8380,79172.5071819378,191491859.342724
1936,63594,7273,32143.8089583393,45910139.5678434
1937,63589,9876,46669.9364315637,72810151.9828486
1938,63584,14359,80304.5213358117,165567075.119334
1939,63571,21792,65044.9234181498,109276606.140009
1940,63546,4770,37838.5000687969,49736427.6480493
1941,63486,20236,49479.7458550491,72080939.7308
1942,77975,2216,23121.0703511535,19125864.945998
1943,77971,5339,50317.8607104697,46528694.0194019
1944,77933,42549,98548.0773253074,162091254.047825
1945,87719,13944,74913.936296191,126274647.066756
1946,77972,4621,39121.2626237202,30179605.4458292
1947,65614,5566,45397.7666045619,77551388.0402081
1948,87766,2600,17695.8248726791,13601153.2002481
1949,87779,1710,10396.3316497567,4329470.50064273
1950,87752,1218,28014.3021251487,27103245.916584
1951,87784,2100,51624.8539712408,47189205.2499691
1952,87776,2555,44950.8305000905,59216173.9644895
1953,77977,3711,35956.4373004823,45727860.1647625
1954,77966,4763,43277.9638047259,55564675.0821068
1955,77955,12028,67693.4616359982,128891311.879911
1956,79206,14001,69074.472725928,121963672.044883
1957,63694,5258,31602.342387897,30912907.2174429
1958,63688,7605,77784.445715865,184817185.089106
1959,63699,2798,65058.2054837024,75119226.7017628
1960,63697,2904,55314.1359403136,39859329.013027
1961,63691,4871,56561.3102067889,84455056.6498675
1962,67680,841,20598.2928876791,15537966.6318629
1963,63683,8951,73008.5802626556,133897826.464821
1964,79669,6011,55182.1698399478,74267998.0457975
1965,72793,17665,54512.6798713028,68449082.1332313
1966,88356,6762,114240.726098351,243669678.771414
1967,87760,1439,36629.681596406,33919983.4379765
1968,63674,11882,48860.8964514304,73381509.2882895
1969,63667,16876,112771.68307158,291964939.588583
1970,63654,20881,108951.049518888,301118832.494367
1971,34359,4607,56742.4377309044,31587706.1513533
1972,22089,19734,11347.1768809246,5029187.50002073
1973,34329,1822,28524.46861322,9901868.14513276
1974,37434,14255,117937.20382728,273418102.551409
1975,34266,10337,46105.8576657879,56789124.4332222
1976,91284,2832,107808.001248562,51174603.5872723
1977,36396,10598,135321.854295884,353261242.195391
1978,36391,9123,105469.11859583,279293938.592058
1979,71737,3586,31677.6051864026,30327853.0939023
1980,34317,5118,48011.1151695226,72102581.540757
1981,71404,9858,33467.7898296467,27741690.840741
1982,73663,5921,58051.3130663574,61174937.4500735
1983,34314,4904,30866.0369996938,34735445.5873286
1984,71543,6635,75458.3589494154,76177061.8773817
1985,71686,23086,46230.4869505753,52657887.231352
1986,20255,13770,9096.12528773632,1994468.22739285
1987,34277,8803,39105.0328942231,44412307.8692479
1988,36369,2479,67743.0897363655,130496423.238922
1989,34246,18079,34021.6042225727,35985680.6176166
1990,34479,3735,73728.3476789726,104260585.916745
1991,34466,12729,143229.051571768,287241003.388618
1992,34396,3345,81580.7907622074,125906262.896058
1993,30521,32,9414.6784203844,4284512.71588961
1994,34393,5950,87756.0930653712,128490206.20802
1995,34379,7541,88456.5538936874,141065383.015425
1996,34376,6963,55843.486654623,73691196.9895739
1997,36325,2629,61196.1567232359,141753034.90667
1998,34320,4940,74128.1884335231,149776305.900828
1999,34292,8028,37573.036695618,45825797.0328194
2000,34289,6607,133020.717860592,221299772.624089
2001,97280,1508,39361.5917157849,49061967.0156622
2002,34260,12502,52537.971535536,66327777.3966711
2003,34253,13517,33205.9649839901,41785159.4155526
2004,34225,27389,63335.1723025328,97706208.5498512
2005,61250,13316,83816.0023844271,139160285.056676
2006,35519,4273,28697.9714324588,39323467.1667322
2007,35516,5638,50706.1478380709,77897932.5228818
2008,35510,23912,100535.693719559,262371650.512537
2009,35428,11671,77826.8467078473,129539800.145886
2010,30171,16131,7686.33898453663,3007796.82032209
2011,37299,1097,40816.3689876562,38828572.4742955
2012,37297,1697,57352.3744824074,49889213.2133343
2013,37296,3128,79471.13335738,171900998.68189
2014,37293,2898,70470.2904676491,150725284.045723
2015,37284,4715,82009.9134688133,241033903.13268
2016,37281,4257,67027.1295772707,117563876.81092
2017,37276,4843,57139.2781665367,101732614.158872
2018,37269,19464,89342.1940256513,158027015.362573
2019,37247,6767,76499.4686575314,93660662.8193852
2020,37242,8270,99444.259933003,187812942.70201
2021,37235,12213,116003.390303051,268027345.343462
2022,37290,3228,71400.5213027443,113564654.027096
2023,36205,7826,106900.276450732,285400890.944399
2024,36287,1803,52308.2534064718,106244341.748297
2025,36286,3065,65207.3430705163,161385750.916947
2026,36284,3214,62178.0641400574,88892434.2515688
2027,36282,3191,42060.6858969423,44410186.7549375
2028,39124,13706,16136.2073284324,12204664.5296231
2029,36277,4625,76409.938308481,160307885.84167
2030,55131,16953,21670.8449143767,12842529.3186502
2031,36275,3662,64435.2693131642,125777817.877977
2032,36272,5480,75382.529632358,160518969.009293
2033,36269,4239,56958.3548015125,51427507.4803166
2034,55118,24753,12393.663511592,4570497.0180369
2035,36266,7575,79129.3802909301,150949852.559966
2036,36219,1480,41574.6562530038,58732722.6617777
2037,55120,13316,26607.1389978284,19259007.6779612
2038,36217,2442,51455.7631809564,102012780.375114
2039,36214,2848,74439.1082556191,142746882.693307
2040,55252,11783,22805.9641904053,23187986.2300815
2041,36211,5136,81424.8688114909,165841729.293123
2042,36199,13433,77234.7756968671,198814683.309564
2043,36179,13766,108092.914109327,235537087.357288
2044,36166,3067,67699.0649777141,139652400.481094
2045,34323,3933,62227.5843149986,87312498.032411
2046,36280,3272,63963.1169855817,110140151.02143
2047,34639,1107,51471.4871196163,67700147.0674416
2048,34632,2488,54959.539954156,125946031.412447
2049,34630,3149,84863.8147047529,153559987.124119
2050,34628,5102,75846.0173259281,150233370.482515
2051,34626,7265,90000.8224570809,166408387.444458
2052,34621,7638,99869.4341995691,216007971.331911
2053,34613,18377,104484.507445503,213168925.408248
2054,34599,3264,71499.0676365481,97295463.2533746
2055,34596,3909,60906.763709405,100605015.684945
2056,34590,7367,71993.7333432607,129902215.041701
2057,78462,17250,10141.438542719,4731831.64399925
2058,34587,10810,86531.6007657848,212148674.911781
2059,34582,12866,91976.6656967087,207860494.66145
2060,34576,13972,117320.665295279,252554703.32374
2061,34560,14512,96094.2427648686,225443992.639268
2062,34327,2952,44053.3229986502,44610804.7342929
2063,67374,2398,23202.1997340302,13614500.1048451
2064,34326,3521,56160.6435899737,122014719.387924
2065,34305,5263,51480.4575972568,77793968.2846775
2066,34302,5234,54298.4148696833,66972011.02003
2067,67127,2855,20590.0568513271,19442911.4855938
2068,34295,7265,60025.1220734032,65569902.2063859
2069,34286,6247,81312.5792258587,247474833.323646
2070,34281,9183,81915.4135204835,118437861.493093
2071,34270,10027,59282.2320598817,78878632.4032976
2072,34212,13299,79282.579985782,159073001.871797
2073,23999,2566,83788.3099478494,100551901.798611
2074,82491,3436,47148.9778418532,107720399.186021
2075,87645,3085,82609.3311510082,166862457.867062
2076,87642,3427,103609.910470231,275410207.697738
2077,87672,2166,66018.5107986601,85835422.4021742
2078,87669,1221,38638.6675791823,28955070.9108161
2079,87659,1106,36483.7444129672,28675898.0309586
2080,87629,14315,63634.8893601058,95749183.1085115
2081,87494,788,47430.2271395397,37978456.6646347
2082,87663,1389,55842.0751334185,43333595.5314309
2083,87657,1287,45493.9636555196,51680296.2243528
2084,87471,6753,50945.7985431128,45819241.6883601
2085,87477,4660,57139.592799076,90091939.1968106
2086,87474,3919,84830.4355988125,128419889.810737
2087,87448,8876,82674.5984143411,131632265.496909
2088,87480,5043,79380.6131559511,143791722.780498
2089,87547,1376,48860.6304365117,76762158.9925648
2090,36381,16322,91420.4062448943,274960746.69803
2091,36367,3981,50179.9877770571,95770774.3432052
2092,36364,2901,35141.4887509958,32312826.0994955
2093,63071,21159,22077.8481822874,15834755.3036564
2094,36100,14728,67871.6034206755,88024782.6179762
2095,34508,6019,87083.7544175187,205056289.195611
2096,35119,2165,71166.9632639489,131032673.217387
2097,36169,1661,49241.4719896316,75933581.0540342
2098,63065,17169,10254.8491289321,3647161.1777402
2099,36167,2874,73764.097155958,113232661.785755
2100,82054,7135,60282.478320617,126834171.716329
2101,82547,4176,71025.547013229,90713750.8982266
2102,36163,2549,59443.1586156639,100378336.198564
2103,67126,3032,25975.1772289764,22864850.9351632
2104,36160,3327,59991.518471278,74337714.5550353
2105,36157,4543,73348.6448400578,91366493.1301805
2106,67585,940,19489.6623315265,13419763.3038903
2107,36154,4729,60965.0319367821,128158326.638985
2108,65629,1460,24723.5910171241,19598142.6554704
2109,36151,6551,67237.2633277965,161430630.98115
2110,82445,602,41252.4845004909,51772355.5362936
2111,82431,3448,56667.9196473481,96752906.4056765
2112,82438,1528,67636.9855115808,120952962.704634
2113,82418,15219,93035.2465424627,173192177.595027
2114,82481,7349,118566.818682154,290406494.54714
2115,82435,1116,38137.6033057814,38941741.680086
2116,82494,1510,48430.6756245576,44051173.1636464
2117,82493,372,44556.6307752063,35469054.71759
2118,82444,1191,42863.5565538815,54205045.2727982
2119,82442,1613,76805.6538169545,78196035.8313048
2120,82490,3692,43636.5271169101,56437398.0629127
2121,36148,6315,79636.11917701,172563656.56485
2122,82433,2359,44105.4754173418,71916988.4105799
2123,82499,1384,48809.8925854553,74388297.2236306
2124,36145,6082,99519.8862100452,217344372.599531
2125,36142,4524,66427.3878430197,149654119.32545
2126,36137,8575,81835.0712564933,183008376.622249
2127,36132,7274,92759.7145774435,223332899.115031
2128,36124,11055,94385.0561130403,138170595.023117
2129,36103,8701,62812.878884261,123530178.712996
2130,65396,5550,20483.5034706487,15274057.0701336
2131,36093,15820,66450.2045123049,74832476.1164546
2132,36088,15864,111222.288269383,296488900.759854
2133,35285,3908,73370.2698120158,149089904.144753
2134,35116,3086,60075.3267781548,147514764.566826
2135,35114,3740,92191.046062291,229347034.380668
2136,35110,3085,79202.3567839715,145034554.662552
2137,35108,5636,57948.7252973046,104489111.527238
2138,35104,4217,84982.2679705147,245447429.585406
2139,35099,4903,74794.8855132906,101540332.962856
2140,35088,5480,90515.1014979911,152521616.826285
2141,35066,18080,126374.827489245,317521771.188349
2142,34549,6570,109976.335313297,294119754.731131
2143,34537,16620,104334.384694429,303769566.934992
2144,34477,4548,85386.6512063072,190051149.435931
2145,34474,5395,73616.1415246887,212986304.070256
2146,34471,6794,88195.4124515277,173368932.754608
2147,34454,15644,134431.580661932,323256673.939239
2148,97256,1268,29820.5377893687,24928583.3464982
2149,97232,5175,72513.9907607328,114355588.163543
2150,97268,2152,40435.92125361,45243060.3700227
2151,97277,2207,46673.3895973447,63391110.15158
2152,97264,2609,42518.5033021843,54595422.7804297
2153,97237,2031,37620.9776044342,57478097.089398
2154,97950,4006,70981.2428358721,134251710.10161
2155,97947,3678,60284.1500134546,106335456.884437
2156,97957,1686,57514.948331783,79488018.847185
2157,97244,1289,67144.1275214785,86087779.8619054
2158,97999,5589,78150.6524194964,99140541.250338
2159,97990,7356,92269.2313202908,191580493.339035
2160,97283,766,48647.8675324884,56930261.3140401
2161,97239,1529,39279.6086676657,41650794.2291521
2162,65604,8059,36092.0864016146,40320149.9531966
2163,35799,3322,38280.1942023527,56418262.3154915
2164,97959,2092,32636.8776747006,40708541.182982
2165,97944,6753,89238.8698207309,240720886.173709
2166,65620,5849,46254.6593118314,73811814.5644667
2167,65618,8132,64086.560311449,99002330.2502709
2168,65399,3871,30759.5265588191,30105608.402998
2169,65611,6637,48335.9330222279,61250583.727929
2170,65606,6949,75709.2187920015,105578545.052879
2171,65599,8525,49978.198908271,79911397.6339284
2172,65594,9711,66089.5123558254,107241866.362963
2173,65589,12051,57716.2320106553,102846257.846548
2174,35796,4537,61529.7407284122,92346383.8113339
2175,35794,5754,55112.3255957268,75971557.0197823
2176,35792,4313,58539.9666041931,83703308.3876919
2177,35789,9063,84216.6908330794,191198572.288736
2178,35781,12715,72609.9885042156,142464785.845034
2179,97922,14547,99886.9228651867,224198286.599129
2180,97953,3093,67760.7274937475,145616006.410536
2181,97956,3417,78079.2586442703,102973590.761692
2182,97941,12822,84359.3275394546,164956671.737395
2183,97900,5368,82573.6534030118,194246308.005209
2184,37191,7340,86455.2884266359,186153954.948865
2185,37181,8080,96898.2687500689,219249928.709204
2186,37176,8145,86623.9359516308,140372858.379984
2187,37154,29366,124596.802437159,379465232.578384
2188,35469,4178,41112.0163808981,55159914.7414097
2189,35466,5175,62984.8536007142,108596920.743023
2190,35463,6478,36767.2430765682,52956800.3212428
2191,35460,8117,39355.9288326053,70241466.4299026
2192,35457,9838,48979.0278200788,53356613.9709249
2193,35452,7260,27403.2867446398,26086225.000343
2194,35447,10261,64188.5138803107,111330370.235987
2195,35444,10035,63497.223390059,109228576.065728
2196,35440,12095,41465.543440651,56362206.3799708
2197,35435,12192,55179.2282001048,106192756.347644
2198,35423,13117,82052.4088438256,189238597.306753
2199,35418,12748,57472.0161418617,98971419.573646
2200,35415,17341,56224.949727121,94115591.7070321
2201,35410,12515,86972.7612807104,214583638.338543
2202,35321,9750,93350.3178111629,240028877.606872
2203,35305,13788,128167.721911577,220476176.113539
2204,97249,3436,20178.5246154375,12712667.4584673
2205,97204,9013,29309.0989534217,18126026.5573101
2206,97297,4850,50722.2181608493,45892026.4635956
2207,97265,3725,33966.1164096319,33550222.7667557
2208,35094,6829,65527.134365843,104179758.553451
2209,97299,4300,31589.6988847552,23839635.660931
2210,63679,10400,99168.7843623493,330899479.419628
2211,36399,3248,79433.4544968541,162057702.047191
2212,36358,4870,87954.6600830172,200474600.6305
2213,36355,4834,93882.0247037411,227513342.644599
2214,36341,13289,79916.5257830583,251313523.069712
2215,36329,2895,59647.6018080576,136021326.425255
2216,36326,2048,48541.7218218654,68272374.2071756
2217,36323,2548,59493.1114969472,137860767.99878
2218,36320,3378,84035.9010295322,200182460.466493
2219,36318,2921,67623.5328006963,135122751.670342
2220,36304,16412,138751.083962468,319335518.052731
2221,36110,9641,94987.7701681776,352991203.576277
2222,35329,2908,58307.5132241236,136122277.489534
2223,35719,3491,28777.3936615289,42085628.7687899
2224,35327,3096,70679.8583737833,163656976.820431
2225,45141,21327,31296.6601257775,21030623.8263494
2226,35325,9496,86542.2613279408,216014145.390162
2227,35315,7664,77001.8849076228,216443542.571115
2228,97274,3107,40479.6331881052,67391273.1413488
2229,97259,1590,33595.7779164851,42381052.1510614
2230,35288,2399,44752.3984916627,75172206.5179609
2231,45127,8529,12119.6705417912,5988817.12677599
2232,35287,5107,61712.2408367941,111321619.412853
2233,35282,4487,107699.962408874,172036590.874813
2234,35279,8639,86113.536095625,141865375.598601
2235,35274,16216,102362.499833606,227099895.009057
2236,35260,20735,107209.847019436,198096195.774451
2237,35239,4155,48656.4559821605,62140712.9184406
2238,35236,6983,53330.3151991815,115538428.178152
2239,45131,10873,15184.7243229442,6139788.56119239
2240,35232,11717,78758.9643914561,181634140.49723
2241,46240,25238,35744.3803438706,38757537.3115099
2242,35216,13706,83552.1077923534,223623039.622953
2243,35117,3491,53619.8999003893,103520495.118798
2244,35112,4073,44922.8215159987,66199882.4944635
2245,35102,5639,65233.4464223362,119437688.159805
2246,35096,6984,74542.7130873867,120194639.880779
2247,35091,6738,60309.0019583841,68079509.0000683
2248,35085,8883,84093.8521882936,178646061.053516
2249,35083,9026,92551.0499941443,259401349.645489
2250,35080,8255,48940.2622369429,99193039.3178578
2251,35075,12245,69965.5127064829,183008684.183114
2252,35768,2783,50473.0217191417,69476223.2619245
2253,35767,4937,47593.1312826655,78635818.4779773
2254,35764,6520,40345.0395932114,46877148.1732519
2255,35759,5132,62886.9453725398,117183845.614452
2256,35753,6883,81781.7764963817,165569561.948667
2257,35745,20648,74795.0091006672,159180251.743749
2258,35716,6010,46375.809177133,93420736.412563
2259,35713,10292,60579.7188129136,114736016.278676
2260,35708,19722,92599.340902045,267273042.118721
2261,35649,3422,57268.5006477769,89454404.635819
2262,35644,4891,60889.0383073832,112683794.423316
2263,26487,2831,45456.968883554,76923332.3385269
2264,35641,6394,54485.5706247024,84148262.106824
2265,35638,5803,57066.5192026635,70782390.1370087
2266,35633,8102,40520.8529089686,60003292.1290338
2267,35630,9263,54040.7968813125,113246243.313709
2268,35625,10544,56211.3685422854,101457654.734364
2269,35619,10760,68038.9495360315,116712638.934956
2270,35614,13616,58128.5309354018,109468610.808622
2271,56821,862,31696.5814565235,18029015.7229425
2272,35606,13464,52428.9721535789,84416004.6999851
2273,97276,3163,19028.8281990677,15980582.8267994
2274,97261,4304,34236.312579661,38618439.4904049
2275,97250,1680,16275.0024793757,9649969.97108097
2276,97209,9692,25920.0814205524,25915104.1441155
2277,97246,2787,19458.6473447164,16896012.6172174
2278,97288,2374,24732.0808001596,23190254.8299692
2279,97236,3307,45721.4018543154,38723340.8667772
2280,97218,6130,18216.4149239836,11101645.5258057
2281,97228,5387,34030.6223468459,35543120.4870127
2282,97247,1282,29569.8336958897,27806192.0528557
2283,97279,1175,41767.4078349665,47937174.657834
2284,97273,4469,27317.809150611,29614747.511483
2285,97230,4809,43673.5583535903,43419192.4189647
2286,97294,2788,43765.1541502259,57433607.5750493
2287,97262,2403,43858.6504709528,52791735.8223224
2288,91085,6261,63675.5704516348,87547340.9548626
2289,90617,2163,15422.3980105196,8125893.13487965
2290,91239,1869,24309.2937840748,15650467.6500936
2291,91217,12240,51478.8448536817,54220453.6789308
2292,91247,1706,50611.6194397743,52428012.7213266
2293,91241,2053,74139.7625701899,102638913.650097
2294,91245,3145,69673.237661857,97362323.263733
2295,91220,7897,114836.248403391,117140853.513325
2296,90542,13987,72127.3931518506,70593425.2244298
2297,91086,3021,41688.4415502315,43667331.232776
2298,91091,2326,21813.5685275163,16956483.6715139
2299,91074,22222,72951.1025877213,113204473.881519
2300,91093,3379,57178.1527575544,59088914.8185206
2301,91341,4563,32061.1424870787,18537022.1598922
2302,91334,5174,23598.7694560094,16089028.2238189
2303,91350,1499,30107.7387925878,30851561.4958648
2304,91325,7301,64230.6914977901,75738851.0604557
2305,91487,1543,49867.1795143406,75972602.020717
2306,90513,24785,61034.6673735623,67993978.4970224
2307,90522,17067,33176.5476271095,28468264.223115
2308,90547,13507,47470.1980861661,46081629.6635723
2309,90614,2115,24004.2920748875,11925608.8587121
2310,37186,7224,106938.802828401,213879341.217686
2311,37589,6820,88665.0748926311,220419046.705884
2312,37581,10055,104491.733667563,237050977.708919
2313,90579,10375,73392.2682300039,109544614.989847
2314,91088,4387,22347.4260282903,9699256.98308746
2315,91083,7345,46601.431562305,28116939.0868347
2316,91249,1219,40528.1062453727,29742794.0283204
2317,90518,15080,76715.0984102685,114662126.361563
2318,90592,8302,65696.1131904982,51691288.9861365
2319,21382,3335,49562.9767216439,55634779.0782608
2320,21365,10126,37934.7578483099,44950933.1196797
2321,66649,6164,43432.4096797654,55999218.7609746
2322,66640,7424,40649.8063752938,61498642.0713878
2323,66629,8277,64644.2089599406,113733620.399127
2324,66625,10277,103911.630093447,241802148.303883
2325,66620,8870,101173.236097275,157966050.7911
2326,66687,16221,102961.847143739,263247261.957498
2327,66709,6556,50537.9731098463,80111458.8525196
2328,66646,10597,60675.7802005916,94235733.0297407
2329,66636,12416,72308.862397478,136817978.277305
2330,66839,16455,83123.4427447358,138530823.839644
2331,66809,9316,37819.0143303236,53064898.9858035
2332,66822,19511,91874.1820134065,151679789.768466
2333,66793,13358,55834.008888073,98136892.1442148
2334,16515,43375,162665.118319863,491303632.017652
2335,16359,5515,88909.2210071737,164678797.002652
2336,16559,4323,151802.956234278,394582911.418978
2337,16798,6178,182159.7910157,594371185.238158
2338,66459,10039,56333.508832652,73392093.88704
2339,66440,21247,118454.03101987,253736032.699639
2340,66453,6784,66706.3848955022,133793882.936616
2341,66399,11146,75133.981167532,135160189.821794
2342,66386,36653,61114.125715756,117177378.397322
2343,66280,16605,33378.1041918395,37737212.5057276
2344,66287,13504,37816.1854121985,47637784.2846834
2345,66265,18205,58557.1433389793,94335363.8717142
2346,66292,14793,35643.3865787188,34473923.798714
2347,66346,19175,40988.9151731977,56207582.4307876
2348,67246,2966,28937.601299048,34864231.7551056
2349,66773,17348,44845.2449356513,64018947.1174206
2350,66806,6555,21881.4885910455,19709312.8232922
2351,87493,3355,29037.0573083382,18667616.6522418
2352,67311,827,14846.1964426498,9998169.71144264
2353,29649,4104,87201.9967482453,295328703.539654
2354,21435,10868,53774.6185911277,108572038.275832
2355,18565,994,107110.604021095,53826448.4231341
2356,18225,7357,35494.5706740297,47063818.6432093
2357,18196,7086,104144.910193525,347687932.145717
2358,18190,5725,95945.2046886444,238774248.863967
2359,16244,9825,237324.364419759,647325516.228917
2360,87700,41264,97490.987389006,156219564.520225
2361,87600,41590,60365.9469716682,90933534.6871128
2362,66352,8349,35201.1361472089,59118888.6532058
2363,66333,38818,83436.2368166005,156978969.564848
2364,66787,17942,41175.9160371516,60751153.2637559
2365,66802,11663,52747.2023560127,80068566.4016639
2366,66798,9490,59596.6823389606,99279710.2903776
2367,66740,34553,70406.7762262434,102361075.670061
2368,66763,20259,36856.1911582404,51409576.3554473
2369,66780,14560,79887.9469384765,145049649.692661
2370,66693,12210,105111.25353205,185328749.86917
2371,66706,7791,77619.0000598024,178628805.305387
2372,98596,6568,69034.4504845257,124196285.109647
2373,98593,6326,76383.3945695808,171517632.222078
2374,39288,23188,120204.798895251,441214556.81519
2375,39171,9243,81571.7792881368,274960534.261152
2376,88367,4139,54644.1703294846,81800676.4089787
2377,74582,4239,77940.5605731873,94491221.5977479
2378,74585,5282,128983.63650323,175887348.308119
2379,24989,1046,42571.6499789958,39477737.8812704
2380,24837,23698,51866.7770317699,74088532.4169085
2381,24817,952,49798.3195409151,68150211.466895
2382,24409,808,37015.6171140392,48518387.693302
2383,45133,14458,37929.000452006,40471682.2143255
2384,24955,10914,40180.7592341282,55009973.6802252
2385,45359,26907,29811.0949734584,19563529.9417594
2386,45134,11898,22062.3369377814,13615438.8873646
2387,24893,906,32041.7589263214,42175232.7316105
2388,24863,785,43800.4349174619,70672723.2616576
2389,45277,16108,17866.7778926555,17359945.7843877
2390,24861,742,50170.4452479123,55947523.6121363
2391,45468,21271,15392.2156652877,7047881.64346764
2392,63925,1420,16818.2227102041,11784298.9594444
2393,63911,6124,42125.5691561318,50607608.6141842
2394,23946,2488,56284.9621322303,60644774.1950837
2395,23717,1483,58238.8242729841,100743949.300209
2396,23715,3498,78570.6291901687,186832202.377066
2397,88131,27392,66709.4285786782,79283376.257933
2398,63863,3837,52504.421301669,91432755.8199229
2399,63920,5084,36102.1932383605,45359024.6999116
2400,97877,22576,140849.781456493,331590325.876978
2401,97904,1814,28519.5889602204,27179510.5860421
2402,63939,4750,33014.0076245461,38125959.4009616
2403,63906,9914,36526.8541426384,38969169.5870835
2404,63933,2558,44428.3601599331,58073381.763483
2405,18273,28907,93571.9829592512,203320544.063485
2406,17328,2056,75089.5726276132,229681781.700131
2407,44787,8368,11246.8833255032,3381740.0129401
2408,17326,2025,82334.60225348,285824126.529032
2409,14624,8635,74323.812464457,179018466.117624
2410,14558,8601,89181.5983630795,127738652.77034
2411,23617,16525,72099.7406642502,163958016.636253
2412,22969,1389,25532.2507675022,22374242.1257744
2413,21765,1121,36075.9246811575,60735697.8156699
2414,09355,4170,22359.0487803035,24191137.8010643
2415,09353,6277,34107.2462883641,36638508.3147893
2416,67472,1301,25747.559362163,33233150.1400193
2417,09350,12403,38238.2649828832,38684457.5896282
2418,09243,2259,26289.7288816566,25431869.4954528
2419,09232,4521,29083.9789651286,25625377.3710348
2420,06774,12097,134922.609034967,359009695.902252
2421,04749,3967,83074.8269702045,134286644.642222
2422,04746,7795,89802.700466533,138142432.07186
2423,04741,7964,68613.7318230671,111537499.981449
2424,40221,11009,32020.217783404,29465376.6179238
2425,40219,10449,9224.5776614068,2101001.24345348
2426,40225,13238,16756.0400085477,11639638.7783315
2427,40223,21393,26529.1700407373,8648453.53548623
2428,63840,1883,23398.7296387965,19368126.675558
2429,63839,5736,34695.3778702078,37927868.2211433
2430,63834,6929,47645.1782055763,48054526.1973346
2431,63868,4107,25751.595698931,33668964.3541643
2432,63843,4917,36411.337017673,37596825.5925451
2433,40217,8335,9040.244618287,1950799.29901083
2434,63768,13279,55141.3426718886,74060949.5401855
2435,63785,8584,37230.0276577407,59639443.5195722
2436,63853,4903,39714.703631141,44403683.9469561
2437,63811,7512,39248.3730763853,45569034.8433347
2438,63829,2205,28021.2226953884,25841529.8954911
2439,63776,11934,62685.2145844526,87008447.7577064
2440,63867,3857,38789.8025600763,32835560.7818055
2441,63533,8978,37650.735470729,43324901.1720378
2442,63791,8023,43641.3039370015,30894715.9576019
2443,63500,20059,53389.0962086974,74143662.49109
2444,63512,13803,39648.032367248,38364876.7351842
2445,67169,1162,17311.2815758516,9746109.63916886
2446,63538,7284,24370.8949857063,18068929.9490928
2447,67283,2664,27633.0748152488,25665562.3292527
2448,63796,7502,27037.870887869,25779943.777946
2449,63755,18675,56818.6309210363,144031522.304569
2450,27419,10956,100407.682194089,388581730.777299
2451,27412,10845,134324.727105047,511240467.294369
2452,34388,5228,123349.213553113,307517466.442162
2453,34399,5436,86492.8155647924,136375121.906919
2454,23570,13817,77591.9318641464,100864494.621416
2455,23569,17518,60137.1772752546,86985301.6670175
2456,38312,6938,98501.6962798131,236787920.199945
2457,38173,10284,87006.9126890845,218954677.243583
2458,37136,7386,91771.2122231333,176527991.516661
2459,14789,5367,98798.5667993639,289031909.94978
2460,23629,352,18400.9575787682,17781517.6195579
2461,06796,2741,39063.3094562334,49763964.8569563
2462,06792,8866,45557.0337003041,62597917.2413459
2463,16303,31833,148591.799799906,568886739.512967
2464,15324,4352,121952.594376234,385612638.67097
2465,16341,18888,53241.3617278519,70497951.6834641
2466,15374,6893,132636.796497048,410198516.77797
2467,15344,25565,94491.9529270538,183602117.378886
2468,40239,12227,8809.04816146706,3025018.12290518
2469,45473,17661,19282.7104295056,13401124.0624074
2470,40237,14871,12637.5366923363,4714137.03713144
2471,44805,27532,31403.5114439718,32924454.8886767
2472,40235,17101,15670.9061166686,6679230.02860367
2473,45525,19209,20936.9568648162,16057866.2802658
2474,40233,16740,16342.782297088,5414329.14416765
2475,40231,18293,13993.9831863042,8412666.17214928
2476,40227,25521,12454.5453992716,5492553.38686485
2477,67811,548,21035.6403242463,19315941.8876614
2478,40215,15171,9186.60798275848,2018769.09130137
2479,27498,1407,36326.6189763704,5019858.69670172
2480,79194,12080,29474.8842343931,37352736.7191767
2481,27389,7388,109738.341802156,339722069.604748
2482,27386,8301,131246.676588257,411087697.749444
2483,27367,14320,157355.672769907,479204527.597326
2484,26529,13063,87779.309666683,218286387.009269
2485,26524,10887,87930.7805363209,200395213.010696
2486,45891,26414,22226.0344446923,20324747.3710175
2487,45886,19053,19500.1585448594,16088823.4007921
2488,63579,14425,58692.7120816726,81044750.7527382
2489,64832,15606,64862.3571110265,161531725.329627
2490,67297,1655,27030.3208616794,23654804.0145385
2491,63179,23731,34736.4612524555,32420984.7009765
2492,47137,30805,22744.6927774921,17149883.8593398
2493,63110,42895,61762.873115904,157519147.36033
2494,63322,26272,45374.1337898355,72869878.6063715
2495,63128,31886,32908.8060438665,52418003.918583
2496,47119,11309,20250.2371767588,12858281.3368556
2497,63150,17831,37361.6896889357,46277111.6027975
2498,63303,39421,58332.83827668,129075824.244012
2499,45476,15065,15739.6613342493,11577371.8171221
2500,63225,34924,51347.8340021078,70268518.9697372
2501,47058,14341,17415.0384409278,11915607.7332607
2502,63329,10890,45290.2688889676,35748950.6798481
2503,47059,8510,22757.0633381026,19257504.0473204
2504,63263,34716,51561.9418430814,58718128.7814277
2505,47057,25940,21534.0912299597,20706452.7511776
2506,63165,26967,35801.0698248969,50596467.3116223
